NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
"Groothof, Prosperhoeve en herenhoeve met omgeving",Beschermd stads- of dorpsgezicht,1982/09/22,4.209,51.325,Beveren
Slikken en schorren van Oude Doel,Beschermd cultuurhistorisch landschap,1981/12/17,4.249,51.338,Beveren
Kasteeldomein Hof ter Welle: omgeving,Beschermd cultuurhistorisch landschap,1974/04/12,4.250,51.208,Beveren
Erfgoedlandschap Park van Brasschaat,Erfgoedlandschap,2009/08/10,4.494,51.285,Brasschaat
Dekenij Sint-Antonius Abtparochie met omgeving,Beschermd cultuurhistorisch landschap,1975/11/12,4.493,51.290,Brasschaat
Antitankgracht,Beschermd cultuurhistorisch landschap,2007/05/31,4.495,51.303,Brasschaat
Hoekhuis De Rode Leeuw met linde en omgeving,Beschermd stads- of dorpsgezicht,1978/01/23,4.491,51.290,Brasschaat
Oude Gracht Brasschaat,Erfgoedlandschap,2018/10/01,4.477,51.321,Brasschaat
"Domein De Mik: Engelse tuin, omgrachting en gebouwen",Beschermd stads- of dorpsgezicht,1981/11/20,4.535,51.312,Brasschaat
De Schrieken,Beschermd cultuurhistorisch landschap,1991/04/24,4.822,51.288,Beerse
Complex Mamet,Beschermd stads- of dorpsgezicht,1998/06/08,3.130,51.314,Blankenberge
Konijnenberg,Beschermd cultuurhistorisch landschap,1980/09/04,4.883,51.310,Vosselaar
Sint-Martinuskapel,Beschermd cultuurhistorisch landschap,1976/09/03,4.694,51.297,Malle
Kapel Onze-Lieve-Vrouw van Bijstand met park en Lourdesgrot,Beschermd stads- of dorpsgezicht,1995/05/19,4.740,51.295,Malle
Erfgoedlandschap Abdij van Westmalle,Erfgoedlandschap,2012/12/04,4.647,51.289,Malle
Sint-Antoniuskapel van Salphen met omgeving,Beschermd stads- of dorpsgezicht,1983/02/23,4.740,51.275,Malle
Engelenkapel: omgeving,Beschermd cultuurhistorisch landschap,1976/09/13,4.699,51.293,Malle
Pastorie: tuin,Beschermd cultuurhistorisch landschap,1976/09/13,4.695,51.298,Malle
Beltmolen Scherpenbergmolen met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,4.680,51.295,Malle
Kasteel van Westmalle: omgeving,Beschermd cultuurhistorisch landschap,1977/05/06,4.694,51.306,Malle
Wolfskapel met omgeving,Beschermd stads- of dorpsgezicht,1985/01/21,4.722,51.301,Malle
Klokkeven,Beschermd cultuurhistorisch landschap,1993/12/03,4.720,51.323,Malle
Windmolen Hubertmolen met omgeving,Beschermd cultuurhistorisch landschap,1946/02/08,3.077,51.297,De Haan
Ensemble van vakantiewoningen,Beschermd stads- of dorpsgezicht,2003/06/27,3.033,51.272,De Haan
De Haan Concessie: centrale deel,Beschermd stads- of dorpsgezicht,1981/06/24,3.032,51.275,De Haan
De Haan Concessie: uitbreiding tot hele vroegere Concessie,Beschermd stads- of dorpsgezicht,1995/03/08,3.034,51.277,De Haan
Ensemble van villa's met omgeving,Beschermd stads- of dorpsgezicht,1981/06/24,3.037,51.274,De Haan
Parochiekerk Sint-Blasius met omgeving,Beschermd stads- of dorpsgezicht,1985/04/23,3.055,51.255,De Haan
Sint-Christoffelhoeve met omgeving,Beschermd cultuurhistorisch landschap,1964/05/29,3.278,51.252,Damme
Stadskern Damme,Beschermd stads- of dorpsgezicht,1987/03/30,3.282,51.251,Damme
Windmolen van Hoeke met omgeving,Beschermd stads- of dorpsgezicht,1981/11/16,3.332,51.299,Damme
Het Kasteel van Moerkerke met omgeving,Beschermd stads- of dorpsgezicht,1981/09/22,3.341,51.245,Damme
Omwalde hoeve Rostune met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,3.343,51.202,Damme
Dorpskern Vivenkapelle,Beschermd stads- of dorpsgezicht,1980/12/11,3.307,51.231,Damme
Sluis De Blauwe Sluis: kreek en omgeving,Beschermd cultuurhistorisch landschap,1976/02/05,3.363,51.297,Damme
Site Ten Doele,Beschermd cultuurhistorisch landschap,1987/03/30,3.301,51.298,Damme
Krekengebied,Beschermd cultuurhistorisch landschap,1988/08/01,3.354,51.274,Damme
Parochiekerk Sint-Jan-Baptist: kerkhof,Beschermd cultuurhistorisch landschap,1975/10/22,3.581,51.268,Sint-Laureins
Godshuis en omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,3.522,51.242,Sint-Laureins
Dorpskom Watervliet,Beschermd stads- of dorpsgezicht,1986/10/17,3.625,51.277,Sint-Laureins
Graaf Jansdijk,Beschermd cultuurhistorisch landschap,1994/04/13,3.577,51.250,Sint-Laureins
Peerdsbos,Beschermd cultuurhistorisch landschap,1936/07/31,4.484,51.274,Schoten
Kasteel van Schoten: kasteel met omliggend park,Beschermd cultuurhistorisch landschap,1968/09/11,4.491,51.244,Schoten
Gelmelenhof en omgeving,Beschermd stads- of dorpsgezicht,1998/07/30,4.498,51.252,Schoten
"Pastorie Sint-Cordulaparochie met tuin, bibliotheek en woningen",Beschermd stads- of dorpsgezicht,1998/07/30,4.499,51.250,Schoten
Hotels Wenduine en Westende en deel van kanaal Dessel-Schoten met brug en brugwachterswoning,Beschermd stads- of dorpsgezicht,1998/07/30,4.511,51.259,Schoten
Dorpskom Gierle,Beschermd stads- of dorpsgezicht,1978/12/29,4.868,51.267,Lille
Windmolen In Stormen Sterk met omgeving,Beschermd stads- of dorpsgezicht,1981/11/06,4.865,51.270,Lille
Grotenhoutbos,Beschermd cultuurhistorisch landschap,2001/04/24,4.885,51.288,Lille
Hoeve De Schrans met omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,4.818,51.237,Lille
Molenaarswoning en olieslagmolen met omgeving,Beschermd stads- of dorpsgezicht,1993/02/01,4.806,51.234,Lille
Vallei van de Kindernouwbeek,Beschermd cultuurhistorisch landschap,1996/02/16,4.798,51.244,Lille
Weiland en deel Blankenbergse Dijk,Beschermd stads- of dorpsgezicht,1995/10/18,3.157,51.267,Zuienkerke
Dorpskom Houtave,Beschermd stads- of dorpsgezicht,1993/01/19,3.109,51.236,Zuienkerke
Dorpskom Meetkerke,Beschermd stads- of dorpsgezicht,1993/01/19,3.153,51.233,Zuienkerke
Dorpskom Nieuwmunster,Beschermd stads- of dorpsgezicht,1993/01/19,3.099,51.274,Zuienkerke
Dorpskom Zuienkerke: centraal deel,Beschermd stads- of dorpsgezicht,1993/01/19,3.156,51.266,Zuienkerke
's Gravenhof met omgeving,Beschermd stads- of dorpsgezicht,1979/06/21,4.560,51.269,Schilde
Schranshoeve met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.554,51.266,Schilde
Couwenberghhoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/09/03,4.604,51.282,Schilde
Pastorie Sint-Catharinaparochie,Beschermd stads- of dorpsgezicht,1980/07/09,4.554,51.264,Schilde
Herenhuis Tollenberg met omgeving,Beschermd stads- of dorpsgezicht,1981/09/03,4.576,51.238,Schilde
Vinkenhof met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.548,51.258,Schilde
Pastorie en parochiekerk Sint-Guibertus met omgeving,Beschermd cultuurhistorisch landschap,1976/10/14,4.584,51.231,Schilde
Langgestrekte hoeve met omgeving,Beschermd stads- of dorpsgezicht,1982/11/10,4.588,51.240,Schilde
Molenhoeve met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.561,51.258,Schilde
Parochiekerk Sint-Catharina en omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.554,51.263,Schilde
Hoeve en kasteel Spreeuwenborg met omgeving,Beschermd stads- of dorpsgezicht,1981/09/03,4.592,51.234,Schilde
Schans d'Oudaen met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.560,51.272,Schilde
Hoeve met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.541,51.247,Schilde
Domein Catershof,Beschermd cultuurhistorisch landschap,1975/04/17,4.563,51.265,Schilde
Dreef bij Kasteel van 's Gravenwezel,Beschermd stads- of dorpsgezicht,1980/07/09,4.563,51.263,Schilde
Kasteel Hof ter Linden en omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.558,51.248,Schilde
Kasteel van 's Gravenwezel en omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.568,51.261,Schilde
Domein Hof Te Schilde,Beschermd stads- of dorpsgezicht,1981/09/03,4.570,51.225,Schilde
Pastorijdreef,Beschermd stads- of dorpsgezicht,1981/09/03,4.583,51.230,Schilde
Puttenhof en Diegemhof met omgeving,Beschermd stads- of dorpsgezicht,1981/09/03,4.588,51.234,Schilde
Dobbelhoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/09/03,4.607,51.229,Schilde
Zoerselbos: fase 2,Beschermd cultuurhistorisch landschap,1985/11/21,4.681,51.252,Zoersel
Parochiekerk Heilige Elisabeth van Hongarije: kerkhof en kerkhofmuur,Beschermd stads- of dorpsgezicht,1982/09/15,4.712,51.267,Zoersel
Pastorie Heilige Elisabethparochie met tuin,Beschermd cultuurhistorisch landschap,1976/09/17,4.709,51.268,Zoersel
Kasteel Zoerselhof met omgeving,Beschermd stads- of dorpsgezicht,1993/06/24,4.700,51.258,Zoersel
Zoerselbos: fase 1,Beschermd cultuurhistorisch landschap,1981/01/22,4.685,51.245,Zoersel
Opgaande hulst en notelaar in pastorietuin,Beschermd cultuurhistorisch landschap,1974/04/12,4.635,51.265,Zoersel
Kreek De Grote Geule: fase 2,Beschermd cultuurhistorisch landschap,1978/07/27,4.140,51.241,Sint-Gillis-Waas
Baanvak Sint-Niklaas - De Klinge op de spoorlijn Mechelen - Terneuzen,Beschermd cultuurhistorisch landschap,1997/03/10,4.109,51.218,Sint-Gillis-Waas
Dwarsschuur met omgeving,Beschermd stads- of dorpsgezicht,2011/09/08,4.101,51.202,Sint-Gillis-Waas
Dorpskom Sint-Pauwels,Beschermd stads- of dorpsgezicht,2011/09/08,4.096,51.193,Sint-Gillis-Waas
Boerenwoning met omgeving,Beschermd stads- of dorpsgezicht,2011/09/08,4.105,51.189,Sint-Gillis-Waas
Twistkapellen met omgeving,Beschermd stads- of dorpsgezicht,2011/09/08,4.092,51.206,Sint-Gillis-Waas
Watermolen met omgeving,Beschermd cultuurhistorisch landschap,1953/04/13,4.876,51.246,Kasterlee
Grote Heide,Beschermd cultuurhistorisch landschap,1982/07/02,4.883,51.209,Kasterlee
Zwart Ven,Beschermd cultuurhistorisch landschap,1980/12/24,4.876,51.210,Kasterlee
Hoge Mouw,Beschermd cultuurhistorisch landschap,1988/04/15,4.952,51.232,Kasterlee
Kapel Onze-Lieve-Vrouw in 't Zand,Beschermd cultuurhistorisch landschap,1953/08/13,4.908,51.224,Kasterlee
Snepkensvijver met omgeving,Beschermd cultuurhistorisch landschap,1990/07/02,4.885,51.200,Kasterlee
"Langenberg, De Bergen en Goor Akkers",Beschermd cultuurhistorisch landschap,1992/06/01,4.938,51.226,Kasterlee
Pastorie Onze-Lieve-Vrouwparochie: tuin en omgeving,Beschermd cultuurhistorisch landschap,1974/09/30,4.924,51.226,Kasterlee
Parochiekerk Onze-Lieve-Vrouw Hemelvaart met kerkhof,Beschermd stads- of dorpsgezicht,1981/09/22,3.676,51.230,Assenede
Kasteeldomein Ter Leyen,Beschermd cultuurhistorisch landschap,1977/01/11,3.719,51.256,Assenede
Parochiekerk Sint-Barbara en omgeving,Beschermd stads- of dorpsgezicht,1981/02/10,3.447,51.210,Maldegem
Papinglohoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/09/18,3.448,51.171,Maldegem
Visserskapel Onze-Lieve-Vrouw-ter-Duinen en omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,2.981,51.253,Bredene
Defensieve Dijk,Beschermd cultuurhistorisch landschap,2001/09/14,4.300,51.231,Zwijndrecht
Duin- en polderlandschap,Beschermd cultuurhistorisch landschap,1979/09/07,2.869,51.210,Oostende
Parochiekerk Onze-Lieve-Vrouw Hemelvaart: ruime omgeving,Beschermd stads- of dorpsgezicht,1981/09/22,2.871,51.211,Oostende
Grote Keignaertkreek,Beschermd cultuurhistorisch landschap,1992/11/27,2.967,51.199,Oostende
Hoeve De Lange Schuure: omgeving,Beschermd stads- of dorpsgezicht,2005/05/26,2.929,51.199,Oostende
Parochiekerk Onze-Lieve-Vrouw Hemelvaart: kerkhof,Beschermd cultuurhistorisch landschap,1975/05/27,2.872,51.211,Oostende
Dorpskom Stene,Beschermd stads- of dorpsgezicht,1995/04/05,2.914,51.202,Oostende
Wellington-hippodroom,Beschermd stads- of dorpsgezicht,1998/10/01,2.896,51.221,Oostende
Fort Napoleon en omgeving,Beschermd cultuurhistorisch landschap,1976/07/06,2.936,51.238,Oostende
Duinenstraat,Beschermd cultuurhistorisch landschap,1959/05/05,2.849,51.202,Oostende
Hoeve Sassenhout met erf,Beschermd stads- of dorpsgezicht,1980/07/18,4.827,51.211,Vorselaar
Kasteel de Borrekens met omgeving,Beschermd stads- of dorpsgezicht,1984/06/21,4.777,51.211,Vorselaar
Dorpskom Kaprijke,Beschermd stads- of dorpsgezicht,1981/09/18,3.618,51.218,Kaprijke
Dorpskom Lembeke,Beschermd stads- of dorpsgezicht,1986/10/22,3.632,51.195,Kaprijke
Het Steengelaag,Beschermd cultuurhistorisch landschap,1981/05/21,4.053,51.202,Stekene
Dorpskern Stekene,Beschermd stads- of dorpsgezicht,1981/09/18,4.041,51.207,Stekene
Domein Bautersemhof,Beschermd stads- of dorpsgezicht,1993/04/22,4.667,51.210,Zandhoven
Kasteel Montens met omgeving,Beschermd stads- of dorpsgezicht,1993/04/22,4.631,51.202,Zandhoven
Windmolen De Bergmolen: omgeving,Beschermd cultuurhistorisch landschap,1976/10/14,4.695,51.225,Zandhoven
Dorpskern Zandhoven,Beschermd cultuurhistorisch landschap,1976/07/06,4.661,51.216,Zandhoven
Domein Hovorst,Beschermd stads- of dorpsgezicht,1980/12/19,4.666,51.195,Zandhoven
Kasteel Hof van Liere: omgeving,Beschermd stads- of dorpsgezicht,1993/04/22,4.643,51.215,Zandhoven
Herenhuis Bergenhof met omgeving,Beschermd stads- of dorpsgezicht,1993/04/22,4.654,51.209,Zandhoven
Binnenbos en omgeving,Beschermd cultuurhistorisch landschap,1994/05/05,4.677,51.208,Zandhoven
Dorpskern Pulderbos: zuidoostzijde,Beschermd stads- of dorpsgezicht,1982/10/27,4.692,51.217,Zandhoven
Dorpskern Pulderbos,Beschermd cultuurhistorisch landschap,1976/01/13,4.692,51.219,Zandhoven
Herberg Sint-Hubert,Beschermd stads- of dorpsgezicht,1994/05/11,3.093,51.182,Jabbeke
Vloetemveld,Beschermd cultuurhistorisch landschap,2008/01/07,3.107,51.152,Jabbeke
Hoeve met losse bestanddelen met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,3.080,51.207,Jabbeke
Boerenmolen met omgeving,Beschermd cultuurhistorisch landschap,1981/02/24,3.105,51.170,Jabbeke
Houtopslagplaats van aannemersbedrijf Leurs met omgeving,Beschermd stads- of dorpsgezicht,1993/02/01,4.995,51.163,Geel
Hoeve Brukelhoeve met omgeving,Beschermd stads- of dorpsgezicht,1995/04/07,4.992,51.150,Geel
Reivennen,Beschermd cultuurhistorisch landschap,1985/09/23,5.030,51.190,Geel
Gooreind,Beschermd cultuurhistorisch landschap,1995/02/06,4.973,51.196,Geel
De Zegge,Beschermd cultuurhistorisch landschap,1984/11/26,4.939,51.198,Geel
Zammelsbroek: fase 1,Beschermd cultuurhistorisch landschap,1991/07/16,4.958,51.094,Geel
Landschap van Bel,Beschermd cultuurhistorisch landschap,2001/06/29,5.058,51.155,Geel
Molen van Larum met omgeving,Beschermd stads- of dorpsgezicht,1992/06/10,4.946,51.164,Geel
Kasteel Kijckuit met omgeving,Beschermd stads- of dorpsgezicht,1994/03/07,4.520,51.238,Wijnegem
Domein Wijnegemhof met omgeving,Beschermd cultuurhistorisch landschap,1977/12/23,4.528,51.224,Wijnegem
Kasteel Pulhof met omgeving,Beschermd stads- of dorpsgezicht,1994/03/07,4.534,51.237,Wijnegem
Domein Ertbrugge - Zwarte Arend,Beschermd cultuurhistorisch landschap,1985/09/16,4.488,51.229,Wijnegem
Kapel Sint-Gummarus: omgeving,Beschermd cultuurhistorisch landschap,1976/09/17,4.600,51.161,Ranst
Runcvoorthoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/09/11,4.585,51.221,Ranst
Kasteeldomein Doggenhout,Beschermd stads- of dorpsgezicht,1993/02/01,4.561,51.187,Ranst
Kasteeldomein Zevenbergen,Beschermd stads- of dorpsgezicht,1993/02/01,4.556,51.195,Ranst
Hoeve De Nederhinne en Hinnepikhoeve met omgeving,Beschermd stads- of dorpsgezicht,1994/03/07,4.607,51.184,Ranst
Kasteeldomein Bossenstein,Beschermd cultuurhistorisch landschap,1962/05/28,4.595,51.194,Ranst
Brouwerij Den Bol met omgeving,Beschermd stads- of dorpsgezicht,1981/09/11,4.601,51.210,Ranst
Allierse kapel met omgeving,Beschermd stads- of dorpsgezicht,1981/09/22,4.582,51.153,Ranst
Cijnshoeve met omgeving,Beschermd stads- of dorpsgezicht,1993/02/01,4.540,51.191,Ranst
Kasteeldomein Broechemhof met omgeving,Beschermd stads- of dorpsgezicht,1997/02/03,4.607,51.195,Ranst
Kastanjelaan,Beschermd cultuurhistorisch landschap,1981/12/17,4.561,51.196,Ranst
Bos van Ranst,Beschermd cultuurhistorisch landschap,1985/11/22,4.564,51.199,Ranst
Vallei van het Groot Schijn,Beschermd cultuurhistorisch landschap,1990/12/19,4.593,51.223,Ranst
Domein Vrieselhof,Beschermd cultuurhistorisch landschap,2005/05/26,4.607,51.223,Ranst
Buitengoed 't Reigersnest met omgeving,Beschermd stads- of dorpsgezicht,2002/09/06,2.998,51.168,Oudenburg
Pachthoeve 't Klokhof met weiland,Beschermd stads- of dorpsgezicht,2002/09/06,3.016,51.160,Oudenburg
Neoclassicistisch landhuis De Campagne: tuin met omheiningsmuur,Beschermd stads- of dorpsgezicht,2002/09/06,3.007,51.199,Oudenburg
Sluizencomplex Plassendale met omgeving,Beschermd stads- of dorpsgezicht,1997/02/11,3.004,51.210,Oudenburg
Hof van Coudenborn en omgeving,Beschermd stads- of dorpsgezicht,1979/02/23,3.978,51.175,Moerbeke
Herberg Etboshoeve met omgeving,Beschermd stads- of dorpsgezicht,2000/12/01,3.923,51.151,Moerbeke
Krekengebied Pereboomsgat,Beschermd cultuurhistorisch landschap,1977/09/21,3.953,51.215,Moerbeke
Parochiekerk Sint-Catharina en omgeving,Beschermd stads- of dorpsgezicht,1978/02/01,3.858,51.168,Wachtebeke
Moervaartvallei,Erfgoedlandschap,2018/08/28,3.898,51.159,Wachtebeke
Dorpskern Wommelgem,Beschermd stads- of dorpsgezicht,1979/08/21,4.523,51.204,Wommelgem
Sint-Janskapel met omgeving,Beschermd cultuurhistorisch landschap,1970/07/08,4.522,51.213,Wommelgem
Kasteel Selsaete met omgeving,Beschermd stads- of dorpsgezicht,1981/11/20,4.531,51.200,Wommelgem
Hofke Moons met omgeving,Beschermd stads- of dorpsgezicht,1982/10/27,4.523,51.206,Wommelgem
Hof Sompeken met omgeving,Beschermd stads- of dorpsgezicht,1994/02/17,4.533,51.216,Wommelgem
Parochiekerk Sint-Vincentius met aanpalende straten,Beschermd stads- of dorpsgezicht,1983/12/07,3.566,51.184,Eeklo
Groot Goed met dreef en omwalling,Beschermd stads- of dorpsgezicht,1993/05/06,3.576,51.203,Eeklo
Villa Dageraad met tuin,Beschermd stads- of dorpsgezicht,1994/03/10,3.579,51.177,Eeklo
"Sint-Elisabethgasthuis, Kleine Nete, woningen met tuinen en stadsomwalling",Beschermd stads- of dorpsgezicht,1979/09/11,4.836,51.186,Herentals
Klooster van de zusters annonciaden,Beschermd stads- of dorpsgezicht,2004/04/13,4.840,51.141,Herentals
Herenhuis Molenwaterhof met omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,4.836,51.183,Herentals
Herenhuis Molenwaterhof: uitbreiding omgeving,Beschermd stads- of dorpsgezicht,1994/09/16,4.836,51.183,Herentals
Begijnhof met omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,4.838,51.181,Herentals
Windmolen Hogewegmolen: omgeving,Beschermd stads- of dorpsgezicht,1991/09/12,4.819,51.145,Herentals
Hof Le Paige met omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,4.836,51.186,Herentals
Westzijde Grote Markt,Beschermd stads- of dorpsgezicht,1979/09/11,4.836,51.177,Herentals
Neoclassicistisch burgerhuis met omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,4.836,51.175,Herentals
Ter Duinen,Beschermd cultuurhistorisch landschap,2000/05/31,4.732,51.170,Grobbendonk
Banmolen met omgeving,Beschermd cultuurhistorisch landschap,1962/05/28,4.753,51.195,Grobbendonk
Afspanning De Kroon met omgeving,Beschermd stads- of dorpsgezicht,1979/02/08,4.751,51.163,Grobbendonk
Hoeve De Roskam,Beschermd stads- of dorpsgezicht,2011/01/10,4.720,51.162,Grobbendonk
Kasteeldomein Bouwelhof,Beschermd cultuurhistorisch landschap,1980/02/20,4.749,51.169,Grobbendonk
Interfluvium Kleine Nete en Aa met Graafweide,Beschermd cultuurhistorisch landschap,2005/09/19,4.763,51.190,Grobbendonk
Konijnenbergen,Beschermd cultuurhistorisch landschap,1994/06/16,4.724,51.166,Grobbendonk
Britse basis,Beschermd cultuurhistorisch landschap,1997/03/11,4.779,51.181,Grobbendonk
Parochiekerk Onze-Lieve-Vrouw ten Hemel Opgenomen met omgeving,Beschermd cultuurhistorisch landschap,1967/09/11,4.744,51.170,Grobbendonk
Priorij Onze-Lieve-Vrouw Ten Troon: omgeving,Beschermd stads- of dorpsgezicht,1978/03/01,4.780,51.185,Grobbendonk
Parochiekerk Onze-Lieve-Vrouw met omgeving,Beschermd cultuurhistorisch landschap,1976/07/06,2.877,51.175,Middelkerke
Dorpskom Westende-Bad,Beschermd stads- of dorpsgezicht,1996/04/17,2.775,51.169,Middelkerke
Sint-Laureinsstrand,Beschermd cultuurhistorisch landschap,1982/07/01,2.766,51.166,Middelkerke
Heiderelicten,Beschermd cultuurhistorisch landschap,1982/07/02,2.773,51.149,Middelkerke
Hoeve De Kleine Bamburg met erf en omgeving,Beschermd stads- of dorpsgezicht,1995/09/08,2.788,51.148,Middelkerke
Site van de windmolen Groenhagemolen,Beschermd stads- of dorpsgezicht,2005/05/03,2.875,51.174,Middelkerke
Heilig Hartkapel en omgeving,Beschermd stads- of dorpsgezicht,1981/07/24,4.121,51.175,Sint-Niklaas
Hoeve gedateerd 1663 met omgeving,Beschermd stads- of dorpsgezicht,1982/04/15,4.120,51.174,Sint-Niklaas
Dorpskom Sinaai,Beschermd stads- of dorpsgezicht,1983/02/03,4.042,51.157,Sint-Niklaas
Dekenij met omgeving,Beschermd stads- of dorpsgezicht,1983/02/23,4.148,51.165,Sint-Niklaas
Mgr. Stillemansstraat,Beschermd stads- of dorpsgezicht,2002/02/04,4.140,51.161,Sint-Niklaas
Jongensschool Sint-Jozef-Klein-Seminarie en omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,4.140,51.167,Sint-Niklaas
Kasteeldomein Walburg,Beschermd cultuurhistorisch landschap,1975/05/07,4.147,51.162,Sint-Niklaas
Herenhoeve Wallenhof en tracé omwalling,Beschermd stads- of dorpsgezicht,1981/06/16,4.174,51.187,Sint-Niklaas
Hoeve Lijsdonckhof met omgeving,Beschermd stads- of dorpsgezicht,1999/07/08,4.022,51.139,Sint-Niklaas
