NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
Groentenmarkt met omliggende bebouwing,Beschermd stads- of dorpsgezicht,1995/06/09,3.722,51.056,Gent
Sint-Pietersplein met verschillende huizenblokken,Beschermd stads- of dorpsgezicht,1997/03/06,3.726,51.043,Gent
Huis De Kat en de Hond en burgerhuis met omgeving,Beschermd stads- of dorpsgezicht,1994/04/21,3.719,51.041,Gent
Bedevaartkapel Onze-Lieve-Vrouw van Troost ter Warande en omgeving,Beschermd stads- of dorpsgezicht,1994/04/21,3.836,51.156,Gent
Graslei en Korenlei,Beschermd stads- of dorpsgezicht,1994/07/20,3.721,51.055,Gent
Herenhuis Voortman met tuin en bijgebouwen,Beschermd stads- of dorpsgezicht,1995/10/18,3.722,51.065,Gent
Ensemble burgerhuizen,Beschermd stads- of dorpsgezicht,1996/07/18,3.723,51.052,Gent
Stationsgebouw Sint-Denijs-Westrem met omgeving,Beschermd stads- of dorpsgezicht,1997/09/26,3.677,51.020,Gent
Hof ten Broecke en omgeving,Beschermd stads- of dorpsgezicht,1996/05/30,3.665,51.030,Gent
Afsneedorp,Beschermd stads- of dorpsgezicht,1996/05/30,3.669,51.031,Gent
"Houtbriel, Gildestraat, Zilverenberg, Kalvermarkt en Tussen 't Pas",Beschermd stads- of dorpsgezicht,1978/06/16,3.732,51.055,Gent
"Ketelpoort, Tavernierstraat, Tiebaertsteeg, Nederkouter en Savaanstraat",Beschermd stads- of dorpsgezicht,1978/12/08,3.721,51.049,Gent
Sint-Veerleplein en omgeving,Beschermd stads- of dorpsgezicht,1993/10/07,3.720,51.056,Gent
Begijnhof Sint-Elisabeth,Beschermd stads- of dorpsgezicht,1994/12/21,3.712,51.057,Gent
Prinses Clementinalaan,Beschermd stads- of dorpsgezicht,1995/11/10,3.714,51.035,Gent
"Textielverdelingsbedrijf Alsberge-Van Oost (A.V.O.): machinehuis, ketelhuis, stoommachine met onmiddellijke omgeving",Beschermd stads- of dorpsgezicht,1981/10/23,3.691,51.054,Gent
Station Wondelgem: omgeving,Beschermd stads- of dorpsgezicht,2002/03/19,3.719,51.089,Gent
Hoeve met erf,Beschermd stads- of dorpsgezicht,1995/04/05,3.707,51.031,Gent
Schoolgebouwen van het Sint-Lievenscollege met speelplaats,Beschermd stads- of dorpsgezicht,1995/04/12,3.727,51.060,Gent
Hoeve Lootens met omgeving,Beschermd stads- of dorpsgezicht,1993/10/07,3.714,51.090,Gent
Executieoord,Beschermd cultuurhistorisch landschap,1966/09/16,3.793,51.096,Gent
Hoekcomplex en burgerhuis ontworpen door Prosper Buyck,Beschermd stads- of dorpsgezicht,1979/09/07,3.731,51.039,Gent
Parochiekerk Sint-Anna met omgeving,Beschermd stads- of dorpsgezicht,1980/02/22,3.735,51.049,Gent
Dominicanenklooster met omgeving,Beschermd stads- of dorpsgezicht,1981/07/01,3.713,51.054,Gent
Klooster van Deynze met binnenkoeren,Beschermd stads- of dorpsgezicht,1986/06/03,3.705,51.050,Gent
Hotel Vanden Meersche met binnenkoer,Beschermd stads- of dorpsgezicht,1986/07/10,3.727,51.054,Gent
Neoclassicistisch huizenblok met omgeving,Beschermd stads- of dorpsgezicht,1988/03/18,3.733,51.048,Gent
Begraafplaats Campo Santo,Beschermd stads- of dorpsgezicht,1996/03/13,3.750,51.065,Gent
Feestlokaal Vooruit met omgeving,Beschermd stads- of dorpsgezicht,1983/07/28,3.728,51.048,Gent
Blekersdijk en omgeving,Beschermd stads- of dorpsgezicht,1980/02/22,3.732,51.059,Gent
Graslei en Korenlei,Beschermd cultuurhistorisch landschap,1952/04/01,3.721,51.055,Gent
Erfgoedlandschap Leeuwenhof,Erfgoedlandschap,2012/05/23,3.654,51.071,Gent
Erfgoedlandschap De Campagne,Erfgoedlandschap,2012/05/23,3.630,51.068,Gent
Sint-Pietersabdij: oostelijke sector,Beschermd stads- of dorpsgezicht,1996/03/25,3.728,51.042,Gent
Burgerhuis in neoclassicistische stijl met tuin,Beschermd stads- of dorpsgezicht,1978/02/21,3.708,51.055,Gent
Oord der Gefusilleerden,Beschermd cultuurhistorisch landschap,1939/04/04,3.710,51.045,Gent
Stadswoningen en overwelfde doorgang,Beschermd stads- of dorpsgezicht,1978/03/01,3.724,51.055,Gent
Klooster van Poortakker: kloostertuin en omgeving,Beschermd stads- of dorpsgezicht,1998/03/26,3.716,51.052,Gent
Afspanning In den groenen staek met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,3.689,51.082,Gent
Dorpskern Mariakerke,Beschermd stads- of dorpsgezicht,2014/12/19,3.674,51.076,Gent
Begijnhof Sint-Elisabeth,Beschermd cultuurhistorisch landschap,1956/03/28,3.712,51.057,Gent
Villa's en bomenrij,Beschermd stads- of dorpsgezicht,2014/12/19,4.462,51.164,Mortsel
Parochiekerk Sint-Benedictus met kerkhof en omgeving,Beschermd cultuurhistorisch landschap,1942/12/30,4.463,51.165,Mortsel
Kasteel Cantecroy met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.463,51.177,Mortsel
Hoeve De Schrans met omgeving,Beschermd stads- of dorpsgezicht,1979/01/11,4.445,51.179,Mortsel
Diezegemhoeve met omgeving,Beschermd stads- of dorpsgezicht,1980/01/09,4.458,51.180,Mortsel
Lusthof De Roode Leeuw met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.449,51.185,Mortsel
Kasteel Ten Dorpe met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.451,51.176,Mortsel
Houten dorpswoningen met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.454,51.171,Mortsel
Kasteel Ter Varent met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.448,51.175,Mortsel
Hoeve Domen met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,4.451,51.174,Mortsel
Kruiskensberg en omgeving,Beschermd cultuurhistorisch landschap,1985/08/19,4.707,51.129,Nijlen
Pastorie Sint-Willibrordusparochie met omgeving,Beschermd stads- of dorpsgezicht,1981/04/13,4.673,51.162,Nijlen
Kesselse Heide-Het Goor,Beschermd cultuurhistorisch landschap,2007/06/12,4.641,51.158,Nijlen
Duinengebied ten westen van Nieuwpoort-Bad,Beschermd cultuurhistorisch landschap,1978/03/16,2.712,51.141,Nieuwpoort
IJzermonding,Beschermd cultuurhistorisch landschap,1981/10/16,2.739,51.147,Nieuwpoort
IJzermonding en omgeving,Beschermd cultuurhistorisch landschap,1994/06/01,2.738,51.151,Nieuwpoort
Sluizencomplex De Ganzepoot met oorlogsmonumenten en omgeving,Beschermd stads- of dorpsgezicht,1999/12/17,2.757,51.135,Nieuwpoort
Villa Crombez met tuin,Beschermd stads- of dorpsgezicht,1981/11/26,2.719,51.150,Nieuwpoort
Sint-Laurentiustoren met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,2.757,51.130,Nieuwpoort
Kapel Onze-Lieve-Vrouw Zeven Weeën met omgeving,Beschermd stads- of dorpsgezicht,1986/08/01,4.143,51.113,Temse
Amelbergakapel en hoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/09/18,4.225,51.124,Temse
Herenhuis Pilaet met park,Beschermd cultuurhistorisch landschap,1976/09/13,4.173,51.113,Temse
Paracuesta van het Waasland,Beschermd cultuurhistorisch landschap,1995/05/29,4.252,51.125,Temse
Hoeve Het Klokhof met omgeving,Beschermd stads- of dorpsgezicht,1999/05/17,3.180,51.142,Zedelgem
Dorpskom Loppem,Beschermd stads- of dorpsgezicht,1999/05/17,3.194,51.154,Zedelgem
Parochiekerk Sint-Laurentius met omgeving,Beschermd stads- of dorpsgezicht,2000/12/01,3.136,51.143,Zedelgem
Kasteeldomein van Loppem,Beschermd cultuurhistorisch landschap,1985/08/27,3.204,51.155,Zedelgem
Parochiekerk Onze-Lieve-Vrouw van Lourdes,Beschermd stads- of dorpsgezicht,1981/11/06,4.450,51.156,Edegem
Pastorie Hof ter Elst met tuin,Beschermd stads- of dorpsgezicht,1981/11/06,4.441,51.155,Edegem
Sint-Antoniuskerk met omgeving,Beschermd stads- of dorpsgezicht,1981/11/06,4.444,51.156,Edegem
Kasteel Arendsnest,Beschermd stads- of dorpsgezicht,1981/11/06,4.438,51.149,Edegem
Geheel van Japanse villa en kasteel Mussenborg,Beschermd stads- of dorpsgezicht,1981/11/06,4.456,51.160,Edegem
Hazeschranshoeven met omgeving,Beschermd stads- of dorpsgezicht,1981/11/06,4.408,51.153,Edegem
Kasteeldomein Hof ter Linden,Beschermd stads- of dorpsgezicht,1981/11/06,4.437,51.161,Edegem
Paddenpoelhoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/11/06,4.405,51.149,Edegem
Gemeentehuis van Edegem,Beschermd stads- of dorpsgezicht,1981/11/06,4.446,51.155,Edegem
Parochiekerk Sint-Amandus met omgeving,Beschermd stads- of dorpsgezicht,1984/04/11,3.046,51.160,Ichtegem
Groene boorden,Beschermd stads- of dorpsgezicht,1985/07/03,2.985,51.132,Ichtegem
Gebouwencomplex: tuinen van huizen,Beschermd stads- of dorpsgezicht,1985/07/03,2.983,51.131,Ichtegem
Domein Dekeyser,Beschermd stads- of dorpsgezicht,1995/10/18,3.010,51.093,Ichtegem
Hoeve: erf,Beschermd stads- of dorpsgezicht,1985/07/03,2.986,51.133,Ichtegem
Wijnendalebos,Beschermd cultuurhistorisch landschap,1980/04/30,3.046,51.073,Ichtegem
Kasteel Ringenhof: kasteeldomein,Beschermd stads- of dorpsgezicht,1995/10/24,4.548,51.120,Lier
Jezuïetenhoeve,Beschermd stads- of dorpsgezicht,1995/10/24,4.600,51.132,Lier
Geheel van straatgevels en aansluitende bedaking,Beschermd stads- of dorpsgezicht,1993/03/08,4.577,51.131,Lier
Hagenbroekshof: omgracht domein,Beschermd stads- of dorpsgezicht,1995/10/24,4.558,51.161,Lier
Vredeberg,Beschermd stads- of dorpsgezicht,1993/03/08,4.572,51.132,Lier
Dal Kleine Nete,Beschermd cultuurhistorisch landschap,1993/12/16,4.598,51.151,Lier
Begijnhof,Beschermd cultuurhistorisch landschap,1966/09/16,4.568,51.128,Lier
Burgerhuizen,Beschermd stads- of dorpsgezicht,1978/03/01,4.572,51.130,Lier
Omleidingskanaal van de Nete en de Wandeling,Beschermd cultuurhistorisch landschap,1949/10/31,4.568,51.133,Lier
Grote Markt en omgeving,Beschermd stads- of dorpsgezicht,2018/05/03,4.570,51.131,Lier
Begijnhofstraat met aanpalende bebouwing,Beschermd stads- of dorpsgezicht,1980/12/17,4.568,51.129,Lier
Smidse Declerck,Beschermd stads- of dorpsgezicht,1978/03/01,4.572,51.131,Lier
Sint-Jacobsgasthuis De Son met omgeving,Beschermd stads- of dorpsgezicht,1979/09/07,4.572,51.133,Lier
"Refugiehuis abdij van Nazareth, kazernegebouwen en omgeving",Beschermd stads- of dorpsgezicht,1979/09/07,4.572,51.134,Lier
Abdij Onze-Lieve-Vrouw van Nazareth: omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,4.581,51.141,Lier
Parochiekerk Heilige Familie en pastorie met tuin,Beschermd stads- of dorpsgezicht,2009/06/18,4.587,51.129,Lier
Geheel van straatgevels en aansluitende bedaking,Beschermd stads- of dorpsgezicht,1993/03/08,4.574,51.129,Lier
Jezuïetenklooster,Beschermd stads- of dorpsgezicht,1993/03/08,4.575,51.129,Lier
Geheel van straatgevels en aansluitende bedaking,Beschermd stads- of dorpsgezicht,1993/03/08,4.567,51.133,Lier
Sint-Gummarusstraat: geheel van straatgevels en bedaking,Beschermd stads- of dorpsgezicht,1993/03/08,4.575,51.131,Lier
Mosdijk,Beschermd stads- of dorpsgezicht,1993/03/08,4.574,51.132,Lier
Klooster Engelse theresianen,Beschermd stads- of dorpsgezicht,1993/03/08,4.574,51.131,Lier
Lantaarnstraat: herberg Paardendrink met omgeving,Beschermd stads- of dorpsgezicht,1993/03/08,4.571,51.130,Lier
Neoclassicistisch landhuis met omliggende tuin en ijzeren hekwerk,Beschermd stads- of dorpsgezicht,1995/10/24,4.609,51.097,Lier
Domein Ravensteenhof,Beschermd stads- of dorpsgezicht,1995/10/24,4.591,51.137,Lier
Eenheidsbebouwing van eclectische burgerhuizen,Beschermd stads- of dorpsgezicht,1995/10/24,4.562,51.133,Lier
Kazerne Kwartier Cdt Dungelhoeff: voorgebouwen,Beschermd stads- of dorpsgezicht,1995/10/24,4.562,51.132,Lier
"Rechtestraat, Hoogbrug en Neteboord tussen Rechtestraat en Kerkstraat",Beschermd stads- of dorpsgezicht,1993/03/08,4.572,51.130,Lier
Godshuizen: gevels en daken en omgeving,Beschermd cultuurhistorisch landschap,1974/04/12,4.567,51.129,Lier
Classicistisch hoekhuis met omgeving,Beschermd stads- of dorpsgezicht,1978/03/01,3.986,51.101,Lokeren
Arbeiderswijk Fernand Hanuswijk,Beschermd stads- of dorpsgezicht,1995/03/09,3.911,51.095,Lokeren
Windmolen Heirbrugmolen met omgeving,Beschermd stads- of dorpsgezicht,1979/09/11,3.977,51.103,Lokeren
Daknambroek,Beschermd cultuurhistorisch landschap,1990/07/27,3.988,51.123,Lokeren
Kapel der Miraculeuze kruisen met omgeving,Beschermd stads- of dorpsgezicht,1995/12/05,3.979,51.158,Lokeren
Dorpsplein Eksaarde,Beschermd stads- of dorpsgezicht,1995/12/05,3.966,51.149,Lokeren
Kruiswegkapellen,Beschermd stads- of dorpsgezicht,1995/12/05,3.973,51.151,Lokeren
Molsbroek,Beschermd cultuurhistorisch landschap,1984/11/23,4.015,51.102,Lokeren
Buylaers - Verloren Bos,Beschermd cultuurhistorisch landschap,1992/05/11,4.000,51.109,Lokeren
Stadskern Lokeren,Beschermd stads- of dorpsgezicht,1998/03/03,3.990,51.105,Lokeren
Molenhuis met watermolen en omgeving,Beschermd stads- of dorpsgezicht,1986/07/15,4.742,51.122,Herenthout
Vallei van de Wimp en de Grote Nete,Beschermd cultuurhistorisch landschap,2002/08/29,4.739,51.125,Herenthout
Uilenbergkapel met omgeving,Beschermd cultuurhistorisch landschap,1976/09/03,4.769,51.131,Herenthout
Twee herenhuizen met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.463,51.155,Hove
Kasteel Hoveberg met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.463,51.156,Hove
Kasteel Cappenberg met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.463,51.161,Hove
Kasteel Weyninckhoven met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.474,51.147,Hove
Twee herenhuizen met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.470,51.153,Hove
Lauwhoeve met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.488,51.148,Hove
Kasteel Rodenburg met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.500,51.133,Hove
Kasteel Rattennest met omgeving,Beschermd stads- of dorpsgezicht,1981/01/20,4.468,51.160,Hove
Parochiekerk Sint-Laurentius: omgeving,Beschermd cultuurhistorisch landschap,1976/01/06,4.471,51.154,Hove
Woonkern aan het veer,Beschermd stads- of dorpsgezicht,1994/03/07,4.331,51.143,Hemiksem
"Kasteel Hemiksemhof: park, bijgebouwen en hoeve",Beschermd stads- of dorpsgezicht,1980/09/12,4.353,51.143,Hemiksem
Village Sénégalais,Beschermd stads- of dorpsgezicht,2001/06/11,2.640,51.119,Koksijde
Hoeve Ten Bogaerde met omgeving,Beschermd stads- of dorpsgezicht,1989/07/23,2.632,51.091,Koksijde
Duin-polderovergang Ten Bogaerde,Beschermd cultuurhistorisch landschap,2001/05/02,2.629,51.091,Koksijde
Kasteel Cleydael: omgeving,Beschermd cultuurhistorisch landschap,1977/03/23,4.365,51.136,Aartselaar
Windmolen Heimolen: omgeving,Beschermd stads- of dorpsgezicht,1978/06/16,4.392,51.124,Aartselaar
Kasteel Solhof: grachten,Beschermd stads- of dorpsgezicht,1984/04/11,4.394,51.137,Aartselaar
"Kasteel Solhof: neorenaissance bijgebouwen, omgevende gronden en dreven",Beschermd stads- of dorpsgezicht,1984/04/11,4.396,51.137,Aartselaar
Opgaande plataan als vrijheidsboom Beervelde,Beschermd cultuurhistorisch landschap,1947/06/20,3.879,51.080,Lochristi
Duiventoren met omgeving,Beschermd stads- of dorpsgezicht,1982/06/23,3.811,51.093,Lochristi
Parochiekerk Sint-Eligius met ommuurd kerkhof,Beschermd stads- of dorpsgezicht,1993/02/01,3.900,51.107,Lochristi
Hoeve met losse bestanddelen en omgeving,Beschermd stads- of dorpsgezicht,1995/10/17,3.869,51.068,Lochristi
Villa Braeckman met tuin,Beschermd stads- of dorpsgezicht,1995/12/05,3.824,51.095,Lochristi
Hoeve Goed te Magerheit,Beschermd stads- of dorpsgezicht,1996/07/08,3.856,51.057,Lochristi
Site met walgracht Het Motje en omgeving,Beschermd stads- of dorpsgezicht,1995/12/05,3.889,51.129,Lochristi
Kasteel Rozelaar met omgeving,Beschermd stads- of dorpsgezicht,1995/10/17,3.834,51.087,Lochristi
Onze-Lieve-Vrouwkapellen met omgeving,Beschermd stads- of dorpsgezicht,1995/03/09,4.480,51.122,Kontich
Kasteel Groeningenhof met omgeving,Beschermd stads- of dorpsgezicht,1995/03/09,4.412,51.141,Kontich
Sleutelstraat,Beschermd stads- of dorpsgezicht,1995/03/09,4.447,51.133,Kontich
Kasteel Tanghof met omwalling en dreven,Beschermd stads- of dorpsgezicht,1995/03/09,4.436,51.111,Kontich
Dorpskern van Waarloos,Beschermd stads- of dorpsgezicht,1999/09/24,4.455,51.105,Kontich
Herenhuis Hofke Janssens: tuin,Beschermd stads- of dorpsgezicht,1995/03/09,4.443,51.134,Kontich
Sint-Martinushof met koetshuis en tuin,Beschermd stads- of dorpsgezicht,1992/10/23,4.447,51.136,Kontich
Verbrande Hoeve met omgeving,Beschermd stads- of dorpsgezicht,1992/10/23,4.460,51.144,Kontich
Etagelinde op de markt van Westerlo,Beschermd cultuurhistorisch landschap,1951/02/19,4.917,51.087,Westerlo
Windmolen Beddermolen met omgeving,Beschermd cultuurhistorisch landschap,1960/12/30,4.928,51.106,Westerlo
Norbertijnenabdij met omgeving,Beschermd cultuurhistorisch landschap,1976/07/06,4.907,51.106,Westerlo
Hoeve Steine met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,4.884,51.103,Westerlo
Dekenij Sint-Lambertusparochie: tuin,Beschermd cultuurhistorisch landschap,1974/04/23,4.920,51.089,Westerlo
Kapel van Onze-Lieve-Vrouw-ten-Eik: omgeving,Beschermd cultuurhistorisch landschap,1975/11/12,4.921,51.109,Westerlo
Decanale kerk Sint-Lambertus: kerkhof,Beschermd cultuurhistorisch landschap,1976/06/11,4.920,51.089,Westerlo
Park Gemeentehuis Westerlo,Beschermd stads- of dorpsgezicht,1984/07/25,4.912,51.091,Westerlo
Parochiekerk Sint-Carolus Borromeus en omgeving,Beschermd stads- of dorpsgezicht,2010/04/21,4.837,51.088,Westerlo
Parochiekerk Sint-Niklaas met omgeving,Beschermd stads- of dorpsgezicht,1980/07/09,4.873,51.088,Westerlo
Sint-Antoniusstraat: oudste deel,Beschermd stads- of dorpsgezicht,1980/07/09,4.872,51.090,Westerlo
Durmeschorren nabij de Meulendijk,Beschermd cultuurhistorisch landschap,1981/12/17,4.127,51.101,Waasmunster
Kapel Onze-Lieve-Vrouw van Zeven Weeën met omgeving,Beschermd cultuurhistorisch landschap,1971/12/09,4.099,51.122,Waasmunster
Dorpskom Sombeke,Beschermd stads- of dorpsgezicht,1982/05/04,4.127,51.112,Waasmunster
Dorpskom Waasmunster,Beschermd stads- of dorpsgezicht,1987/07/16,4.084,51.108,Waasmunster
Brouwerswoning Christiaen met omgeving,Beschermd stads- of dorpsgezicht,1981/10/23,2.978,51.089,Koekelare
Site Lange Max,Beschermd stads- of dorpsgezicht,2003/12/04,2.981,51.118,Koekelare
Park van Lint,Beschermd cultuurhistorisch landschap,1994/02/09,4.493,51.127,Lint
"Kasteel Gestelhof met park, toegangsdreven en Witte Hoeve",Beschermd stads- of dorpsgezicht,1981/12/17,4.663,51.131,Berlaar
"Dorpskern Gestel, Neerhoeve en Hof van Rameyen",Beschermd stads- of dorpsgezicht,1992/10/23,4.682,51.125,Berlaar
Hoeve 't Slootje met omgeving,Beschermd stads- of dorpsgezicht,1987/07/02,4.656,51.097,Berlaar
Parochiekerk Onze-Lieve-Vrouw Altijddurende Bijstand: kerkhof,Beschermd cultuurhistorisch landschap,1976/10/14,4.730,51.085,Heist-op-den-Berg
Kerkplein met omgeving,Beschermd stads- of dorpsgezicht,1983/02/03,4.729,51.076,Heist-op-den-Berg
Hof van Riemen met omgeving,Beschermd cultuurhistorisch landschap,1976/07/09,4.730,51.068,Heist-op-den-Berg
Wimpelhoeve: omgeving,Beschermd cultuurhistorisch landschap,1976/11/09,4.778,51.117,Heist-op-den-Berg
Hof van Riemen: uitbreiding omgeving,Beschermd cultuurhistorisch landschap,1977/05/27,4.730,51.071,Heist-op-den-Berg
Pelgrimhof: park,Beschermd cultuurhistorisch landschap,1975/10/22,4.692,51.062,Heist-op-den-Berg
Dumontwijk,Beschermd stads- of dorpsgezicht,2008/01/25,2.589,51.100,De Panne
Houtsaegerduinen,Beschermd cultuurhistorisch landschap,1981/10/22,2.605,51.101,De Panne
Westhoekduinen,Beschermd cultuurhistorisch landschap,1940/12/31,2.572,51.088,De Panne
Westhoekduinen,Beschermd cultuurhistorisch landschap,1962/07/04,2.572,51.088,De Panne
Domein Cabour,Beschermd cultuurhistorisch landschap,1964/05/29,2.572,51.064,De Panne
Omgeving kerkdorp en landgoed Vicogne,Beschermd stads- of dorpsgezicht,2016/12/23,2.826,51.075,Diksmuide
Sint-Veerleplein en omgeving,Beschermd stads- of dorpsgezicht,2016/12/23,2.797,51.047,Diksmuide
Grote Markt met omgeving,Beschermd stads- of dorpsgezicht,2014/06/30,2.865,51.033,Diksmuide
Handzamevaart met omgeving,Beschermd stads- of dorpsgezicht,2014/06/30,2.864,51.036,Diksmuide
IJzertorencomplex met bedevaartweide,Beschermd stads- of dorpsgezicht,1992/11/10,2.853,51.032,Diksmuide
Parochiekerk Sint-Bartholomeus met omgeving,Beschermd stads- of dorpsgezicht,2003/11/21,2.838,51.036,Diksmuide
Molensite windmolen Kruiskalsijdemolen,Beschermd stads- of dorpsgezicht,1995/04/04,2.897,51.097,Diksmuide
Kasseiweg Steenstraat,Beschermd cultuurhistorisch landschap,1992/07/28,2.919,51.010,Diksmuide
Het Onze-Lieve-Vrouwhoekje,Beschermd cultuurhistorisch landschap,1959/05/05,2.833,51.059,Diksmuide
Het Onze-Lieve-Vrouwhoekje,Beschermd stads- of dorpsgezicht,1993/07/16,2.833,51.059,Diksmuide
Begijnhof,Beschermd cultuurhistorisch landschap,1973/07/10,2.863,51.036,Diksmuide
Hoeve Rood Huis met omgeving,Beschermd stads- of dorpsgezicht,1983/02/23,2.786,51.010,Diksmuide
Parochiekerk Sint-Jacob met omgeving,Beschermd cultuurhistorisch landschap,1974/04/12,2.834,51.016,Diksmuide
Oudlandpolders van Lampernisse,Beschermd cultuurhistorisch landschap,2002/01/30,2.766,51.028,Diksmuide
Het Moer: fase 1,Beschermd cultuurhistorisch landschap,1985/05/03,4.284,51.092,Bornem
Kasteeldomein Marnix van Sint-Aldegonde,Beschermd stads- of dorpsgezicht,1979/03/13,4.216,51.102,Bornem
Het Moer: fase 2,Beschermd cultuurhistorisch landschap,1987/03/30,4.287,51.090,Bornem
Domein d'Ursel,Beschermd cultuurhistorisch landschap,2000/05/15,4.264,51.110,Bornem
Het Moer: fase 3,Beschermd cultuurhistorisch landschap,2003/12/08,4.291,51.089,Bornem
Motte den Dulft: omgeving,Beschermd cultuurhistorisch landschap,1978/02/21,4.230,51.095,Bornem
Parochiekerk Onze-Lieve-Vrouw-ten-Hemelopgenomen en pastorie met omgeving,Beschermd stads- of dorpsgezicht,1998/01/20,4.190,51.060,Bornem
Kardinaal Cardijnplein,Beschermd stads- of dorpsgezicht,1998/01/20,4.235,51.100,Bornem
Woning Pottenhuys met omgeving,Beschermd cultuurhistorisch landschap,1975/10/14,4.246,51.101,Bornem
Verbindingsarm tussen Schelde en Oude Schelde,Beschermd stads- of dorpsgezicht,2007/03/26,4.216,51.117,Bornem
Slakkenhoeve: omgeving,Beschermd cultuurhistorisch landschap,1975/10/29,4.447,51.094,Rumst
Kasteel Tiburhof: kasteeldomein en aanhorigheden,Beschermd stads- of dorpsgezicht,1987/07/16,4.441,51.082,Rumst
Kasteel van Laar: park,Beschermd cultuurhistorisch landschap,1977/02/04,4.419,51.099,Rumst
Kapel Heilige Lazarus en aanpalende woning met omgeving,Beschermd stads- of dorpsgezicht,1981/09/08,4.454,51.078,Rumst
Sint-Bavokapel met omgeving,Beschermd cultuurhistorisch landschap,1971/05/27,4.978,51.089,Laakdal
Vakwerkhoeve met omgeving,Beschermd stads- of dorpsgezicht,1984/11/14,5.001,51.098,Laakdal
Kapelleken van Schollaert met omgeving,Beschermd stads- of dorpsgezicht,1986/10/13,5.088,51.094,Laakdal
Sint-Martinuskerk met omgeving,Beschermd stads- of dorpsgezicht,1982/12/22,4.500,51.094,Duffel
Grote Maltahoeve met  omgeving,Beschermd stads- of dorpsgezicht,1986/06/13,4.482,51.094,Duffel
Kasteel Ter Elst,Beschermd cultuurhistorisch landschap,1973/01/05,4.498,51.090,Duffel
Beplanting Ridder Berthoutlaan en Sint-Hubertusplein,Beschermd stads- of dorpsgezicht,1986/10/22,4.326,51.110,Niel
Herenhuis Hof Moriau met omgeving,Beschermd stads- of dorpsgezicht,1986/10/22,4.339,51.097,Niel
"Kasteel van Niel: voorgevel, bedaking en hekken",Beschermd stads- of dorpsgezicht,1989/07/23,4.322,51.109,Niel
Schorren van de Durme,Beschermd cultuurhistorisch landschap,1981/02/04,4.169,51.108,Hamme
Scheldeschorren nabij Moerzeke-Kastel,Beschermd cultuurhistorisch landschap,1984/11/26,4.183,51.037,Hamme
Spaans Huis: tuin,Beschermd cultuurhistorisch landschap,1976/08/10,4.144,51.097,Hamme
Windmolen De Grote Napoleon met omgeving,Beschermd stads- of dorpsgezicht,1984/06/20,4.133,51.092,Hamme
Dorpsplein van Moerzeke met omgeving,Beschermd stads- of dorpsgezicht,2015/12/02,4.152,51.063,Hamme
Kasteel van Wijnendale met omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,3.058,51.080,Torhout
Stadskern Veurne,Beschermd stads- of dorpsgezicht,1995/06/09,2.661,51.073,Veurne
Dorpskom Vinkem,Beschermd stads- of dorpsgezicht,2011/04/11,2.662,51.017,Veurne
Dorpskom Wulveringem,Beschermd stads- of dorpsgezicht,1994/01/28,2.655,51.015,Veurne
De Moeren,Beschermd cultuurhistorisch landschap,1980/10/06,2.596,51.048,Veurne
Hoevesite met deels bewaarde omwalling: omgeving met boomgaard en omwalling,Beschermd stads- of dorpsgezicht,2004/06/04,2.593,50.994,Veurne
Hoeve Ooievaarsnest met erf en omgeving,Beschermd stads- of dorpsgezicht,1994/01/28,2.633,51.024,Veurne
Gehucht 't Zwaantje,Beschermd stads- of dorpsgezicht,1994/01/28,2.641,51.027,Veurne
Geknotte zomerlinde op kerkhof parochiekerk Sint-Michiel,Beschermd cultuurhistorisch landschap,1946/02/08,2.734,51.066,Veurne
Windmolen Decroos met omgeving,Beschermd stads- of dorpsgezicht,1986/10/13,2.728,51.054,Veurne
Omwalde hoeve Torreelen met omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,2.644,51.011,Veurne
Pastorie Onze-Lieve-Vrouw Hemelvaartparochie: omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,2.656,51.015,Veurne
Kasteel Beauvoorde: omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,2.655,51.017,Veurne
